Deviations,EmotionCount,NumberWord,SucRate,Time2ans
0.43333333333333335,0.43734643734643736,0.42857142857142855,1.0,0.17014049714373938
0.0,0.0,0.47619047619047616,0.121,0.051721475991971605
0.06666666666666667,0.13513513513513514,0.5714285714285714,0.343,0.15454685811332405
0.06666666666666667,0.10319410319410319,0.42857142857142855,0.0,0.06978539447274974
0.13333333333333333,0.04914004914004914,0.47619047619047616,0.4,0.37270341207349084
0.2,0.0,0.5238095238095238,0.615,0.10390612938088621
0.26666666666666666,0.002457002457002457,0.47619047619047616,0.25,0.04276671298440637
0.0,0.07616707616707617,0.6190476190476191,0.371,0.1755442334414081
0.03333333333333333,0.10073710073710074,0.5238095238095238,0.333,0.18419021151767795
0.2,0.06633906633906633,0.47619047619047616,0.286,0.1838814265863826
0.23333333333333334,0.6683046683046683,0.42857142857142855,0.2,0.6907518913077042
0.4,0.800982800982801,0.47619047619047616,0.267,0.48788019144665745
0.43333333333333335,0.4201474201474201,0.42857142857142855,1.0,0.02964335340435388
0.03333333333333333,0.14987714987714987,0.47619047619047616,1.0,0.08059286706808708
0.13333333333333333,0.39803439803439805,0.6666666666666666,0.45499999999999996,0.44681179558437545
0.13333333333333333,0.5601965601965602,0.47619047619047616,0.086,0.1942257217847769
0.0,0.14004914004914004,0.6190476190476191,0.42400000000000004,0.17230199166280688
0.0,0.20147420147420148,0.47619047619047616,1.0,0.10761154855643044
0.06666666666666667,0.20638820638820637,0.47619047619047616,0.519,0.7000154392465647
0.1,0.16707616707616707,0.7142857142857143,0.385,0.20688590396788636
0.13333333333333333,0.04176904176904177,0.5238095238095238,0.42300000000000004,0.08290875405280224
0.26666666666666666,0.12285012285012285,0.7142857142857143,0.4,0.31511502238690753
0.06666666666666667,0.009828009828009828,0.47619047619047616,0.267,0.5650764242704956
0.16666666666666666,0.0,0.42857142857142855,0.077,0.08846688281611857
0.2,0.0,0.42857142857142855,1.0,0.20225412999845604
0.13333333333333333,0.036855036855036855,0.47619047619047616,0.152,0.38551798672224796
0.23333333333333334,0.18427518427518427,0.42857142857142855,0.46699999999999997,0.1309248108692296
0.3333333333333333,0.009828009828009828,0.47619047619047616,0.46699999999999997,0.14327620812104372
0.16666666666666666,0.24078624078624078,0.47619047619047616,0.267,0.12860892388451448
0.16666666666666666,0.2678132678132678,0.47619047619047616,0.25,0.20688590396788636
0.3,0.08108108108108109,0.42857142857142855,1.0,0.2291184190211518
0.06666666666666667,0.004914004914004914,0.47619047619047616,0.121,0.16257526632700328
0.3,0.10565110565110565,0.47619047619047616,0.267,0.3100200710205342
0.5333333333333333,0.019656019656019656,0.42857142857142855,1.0,0.09541454377026402
0.0,0.07862407862407862,0.42857142857142855,0.583,0.059441099274355425
0.03333333333333333,0.36609336609336607,0.47619047619047616,0.039,0.2992125984251969
0.1,0.02457002457002457,0.47619047619047616,0.267,0.2766712984406361
0.1,0.4176904176904177,0.5238095238095238,0.6,0.14929751428130306
0.13333333333333333,0.5061425061425061,0.5238095238095238,0.312,0.1262930368997993
0.2,0.17444717444717445,0.47619047619047616,0.714,0.10251659719005712
0.13333333333333333,0.0171990171990172,0.47619047619047616,1.0,0.06793268488497761
0.36666666666666664,0.06388206388206388,0.47619047619047616,0.267,0.19036591014358498
0.43333333333333335,0.02457002457002457,0.42857142857142855,0.583,0.023158869847151473
0.03333333333333333,0.05896805896805897,0.47619047619047616,1.0,0.1665894704338428
0.06666666666666667,0.07616707616707617,0.47619047619047616,0.267,0.14574648757140649
0.16666666666666666,0.08353808353808354,0.6190476190476191,0.25,0.3148062374556122
0.1,0.26044226044226043,0.42857142857142855,0.133,0.17955843754824763
0.23333333333333334,0.20884520884520885,0.5238095238095238,0.385,0.0856878184344604
0.5,0.28501228501228504,0.6666666666666666,0.263,0.2839277443260769
0.1,0.32186732186732187,0.7142857142857143,0.4,0.3033811949976841
0.16666666666666666,0.25307125307125306,0.42857142857142855,0.133,0.08877566774741394
0.2,0.32186732186732187,0.9047619047619048,0.389,0.3016828778755597
0.03333333333333333,0.06142506142506143,0.47619047619047616,1.0,0.031959240389069034
0.16666666666666666,0.0687960687960688,0.6190476190476191,0.368,0.08970202254129998
0.16666666666666666,0.41277641277641275,0.5238095238095238,0.316,0.24841747722711133
0.0,0.0,0.42857142857142855,0.133,0.0230044773815038
0.0,0.0,0.42857142857142855,0.2,0.11023622047244094
0.0,0.0,0.42857142857142855,0.2,0.06129380886212753
0.06666666666666667,0.004914004914004914,0.47619047619047616,1.0,0.29550717924965264
0.4,0.004914004914004914,0.47619047619047616,0.21400000000000002,0.4482013277752046
0.5666666666666667,0.0,0.47619047619047616,0.733,0.0347383047707272
0.43333333333333335,0.06142506142506143,0.5238095238095238,0.188,0.8508568781843446
0.6,0.0,0.42857142857142855,0.714,0.015130461633472281
0.6333333333333333,0.20884520884520885,0.47619047619047616,1.0,0.09062837733518606
0.03333333333333333,0.007371007371007371,0.47619047619047616,1.0,0.036282229427203966
0.06666666666666667,0.004914004914004914,0.5714285714285714,0.697,0.09340744171684422
0.16666666666666666,0.0,0.5238095238095238,0.178,0.06607997529720551
0.13333333333333333,0.004914004914004914,0.6666666666666666,0.233,0.1784776902887139
0.13333333333333333,0.0,0.42857142857142855,1.0,0.047861664350779695
0.23333333333333334,0.0,0.47619047619047616,1.0,0.04060521846533889
0.1,0.009828009828009828,0.47619047619047616,1.0,0.04461942257217848
0.16666666666666666,0.014742014742014743,0.6190476190476191,0.386,0.2524316813339509
0.0,0.0,0.0,0.392,0.34074417168442184
0.03333333333333333,0.13513513513513514,0.47619047619047616,1.0,0.3419793114096032
0.3,0.019656019656019656,0.5714285714285714,0.1,0.22062683341052958
0.5666666666666667,0.014742014742014743,0.7619047619047619,0.253,0.11471360197622357
0.16666666666666666,0.09090909090909091,0.5238095238095238,0.267,0.39385517986722246
0.2,0.0,0.42857142857142855,0.714,0.0
0.4666666666666667,0.07862407862407862,0.47619047619047616,0.933,0.05743399722093562
0.16666666666666666,0.07371007371007371,0.5238095238095238,0.238,0.22633935463949362
0.36666666666666664,0.0,0.42857142857142855,0.714,0.10251659719005712
0.4666666666666667,0.012285012285012284,0.47619047619047616,0.933,0.14327620812104372
